Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Death from serious treatable complications after surgery,Footnote - Death from serious treatable complications after surgery,Collapsed lung due to medical treatment,Footnote - Collapsed lung due to medical treatment,Serious blood clots after surgery,Footnote - Serious blood clots after surgery,A wound that splits open after surgery,Footnote - A wound that splits open after surgery,Accidental cuts and tears from medical treatment,Footnote - Accidental cuts and tears from medical treatment,Serious Complications,Footnote - Serious Complications,Number of Patients - Death from serious treatable complications after surgery,Rate - Death from serious treatable complications after surgery,Lower Estimate - Death from serious treatable complications after surgery,Higher Estimate - Death from serious treatable complications after surgery,Number of Patients - Collapsed lung due to medical treatment,Rate - Collapsed lung due to medical treatment,Lower Estimate - Collapsed lung due to medical treatment,Higher Estimate - Collapsed lung due to medical treatment,Number of Patients - Serious blood clots after surgery,Rate - Serious blood clots after surgery,Lower Estimate - Serious blood clots after surgery,Higher Estimate - Serious blood clots after surgery,Number of Patients - A wound that splits open after surgery,Rate - A wound that splits open after surgery,Lower Estimate - A wound that splits open after surgery,Higher Estimate - A wound that splits open after surgery,Number of Patients - Accidental cuts and tears from medical treatment,Rate - Accidental cuts and tears from medical treatment,Lower Estimate - Accidental cuts and tears from medical treatment,Higher Estimate - Accidental cuts and tears from medical treatment,Number of Patients - Serious Complications,Rate - Serious Complications,Lower Estimate - Serious Complications,Higher Estimate - Serious Complications
370138,MEMORIAL HOSPITAL OF TEXAS COUNTY,520 MEDICAL DRIVE,,,GUYMON,OK,73942,TEXAS,5803386515,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,600,0.33,0.00,0.76,28,4.56,0.00,9.66,3,Not Applicable,Not Applicable,Not Applicable,632,1.90,0.00,4.21,Not Available,Not Available,Not Available,Not Available
170006,VIA CHRISTI HOSPITAL PITTSBURG INC,1 MT CARMEL WAY,,,PITTSBURG,KS,66762,CRAWFORD,6202316100,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,40,108.55,62.08,155.02,3737,0.56,0.21,0.91,759,4.29,0.74,7.84,140,0.67,0.00,2.61,3877,1.95,0.50,3.40,Not Available,Not Available,Not Available,Not Available
161318,VETERANS MEMORIAL HOSPITAL,40 1ST STREET SE,,,WAUKON,IA,52172,ALLAMAKEE,5635683411,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
110124,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,,,JESUP,GA,31545,WAYNE,9125303302,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,12,Not Available,Not Available,Not Available,2873,0.26,0.00,0.65,346,4.19,0.00,8.46,40,0.81,0.00,2.95,2923,1.28,0.00,3.18,Not Available,Not Available,Not Available,Not Available
170142,MERCY REGIONAL HEALTH CENTER,1823 COLLEGE AVE,,,MANHATTAN,KS,66502,RILEY,7857762831,No Different than U.S. National Rate,,Worse than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,57,143.84,97.62,190.06,4163,0.82,0.49,1.15,1481,2.05,0.00,4.72,170,0.58,0.00,2.38,4415,1.09,0.00,2.38,Not Available,Not Available,Not Available,Not Available
150097,MAJOR HOSPITAL,150 W WASHINGTON ST,,,SHELBYVILLE,IN,46176,SHELBY,3173923211,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,19,Not Available,Not Available,Not Available,2386,0.27,0.00,0.66,320,3.15,0.00,6.38,71,0.69,0.00,2.67,2509,1.36,0.00,3.08,Not Available,Not Available,Not Available,Not Available
390057,GRAND VIEW HOSPITAL,700 LAWN AVENUE,,,SELLERSVILLE,PA,18960,BUCKS,2154534615,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,66,98.53,57.88,139.18,5430,0.50,0.19,0.81,1397,8.26,5.69,10.83,197,0.55,0.00,2.31,5712,1.59,0.34,2.84,Not Available,Not Available,Not Available,Not Available
110051,UNION GENERAL HOSPITAL,35 HOSPITAL ROAD,,,BLAIRSVILLE,GA,30512,UNION,7067452111,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,5,Not Available,Not Available,Not Available,1533,0.30,0.00,0.71,122,5.99,1.46,10.52,50,0.82,0.00,2.98,1609,2.28,0.40,4.16,Not Available,Not Available,Not Available,Not Available
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,1995 HIGHWAY 51 S,,,COVINGTON,TN,38019,TIPTON,9014762621,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,986,0.32,0.00,0.75,58,4.46,0.00,9.50,9,Not Applicable,Not Applicable,Not Applicable,1000,2.28,0.03,4.53,Not Available,Not Available,Not Available,Not Available
190003,DAUTERIVE HOSPITAL,600 NORTH LEWIS STREET,,,NEW IBERIA,LA,70563,IBERIA,3373657311,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,17,Not Available,Not Available,Not Available,1934,0.27,0.00,0.66,526,4.31,0.41,8.21,58,0.82,0.00,2.96,2021,2.72,1.01,4.43,Not Available,Not Available,Not Available,Not Available
100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,,,HIALEAH,FL,33016,MIAMI-DADE,3058235000,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Better than U.S. National Rate,,No Different than U.S. National Rate,,103,110.92,70.45,151.39,13676,0.16,0.00,0.41,3349,5.30,3.07,7.53,319,0.47,0.00,2.10,14330,0.73,0.00,1.61,Not Available,Not Available,Not Available,Not Available
261328,NORTHWEST MEDICAL CENTER,705 N COLLEGE STREET,,,ALBANY,MO,64402,GENTRY,6607263941,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
170195,HEARTLAND SURGICAL SPEC HOSPITAL,4901 COLLEGE BOULEVARD,,,LEAWOOD,KS,66211,JOHNSON,9137545000,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,8,Not Available,Not Available,Not Available,457,0.33,0.00,0.76,438,3.05,0.00,7.22,9,Not Applicable,Not Applicable,Not Applicable,218,1.59,0.00,3.71,Not Available,Not Available,Not Available,Not Available
230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,,,TROY,MI,48085,OAKLAND,2489648800,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Better than U.S. National Rate,,No Different than U.S. National Rate,,179,87.25,54.95,119.55,25077,0.38,0.16,0.60,5721,4.61,3.06,6.16,769,1.21,0.05,2.37,25639,1.15,0.48,1.82,Not Available,Not Available,Not Available,Not Available
281353,VALLEY COUNTY HEALTH SYSTEM,2707 L STREET,,,ORD,NE,68862,VALLEY,3087284200,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
190190,CALDWELL MEMORIAL HOSPITAL,411 MAIN STREET,,,COLUMBIA,LA,71418,CALDWELL,3186496111,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,851,0.33,0.00,0.76,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,867,1.93,0.00,4.26,Not Available,Not Available,Not Available,Not Available
050552,MOTION PICTURE & TELEVISION HOSPITAL,23388 MULHOLLAND DRIVE,,,WOODLAND HILLS,CA,91364,LOS ANGELES,8188761888,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,Number of Cases Too Small*,,Not Applicable,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,357,0.33,0.00,0.76,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,374,1.95,0.00,4.28,Not Available,Not Available,Not Available,Not Available
230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,,,GREENVILLE,MI,48838,MONTCALM,6167544691,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,17,Not Available,Not Available,Not Available,2205,0.27,0.00,0.66,280,4.50,0.56,8.44,60,0.79,0.00,2.89,2250,2.53,0.69,4.37,Not Available,Not Available,Not Available,Not Available
320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1397 WEIMER ROAD,,,TAOS,NM,87571,TAOS,5757588883,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,13,Not Available,Not Available,Not Available,1780,0.30,0.00,0.71,229,6.46,2.11,10.81,55,1.86,0.00,3.98,1834,2.82,0.86,4.78,Not Available,Not Available,Not Available,Not Available
131317,BENEWAH COMMUNITY HOSPITAL,229 SOUTH 7TH STREET,,,SAINT MARIES,ID,83861,BENEWAH,2082457614,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,,,BROOKLYN,NY,11201,KINGS,7182508000,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,56,134.52,92.54,176.50,8440,0.29,0.02,0.56,1176,6.14,3.38,8.90,237,2.01,0.27,3.75,8730,1.77,0.61,2.93,Not Available,Not Available,Not Available,Not Available
521300,MINISTRY EAGLE RIVER MEM HSPTL,201 HOSPITAL RD,,,EAGLE RIVER,WI,54521,VILAS,7153568000,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,238 SOUTH CONGRESS STREET,,,RUSHVILLE,IL,62681,SCHUYLER,2173224321,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
220163,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,,,WORCESTER,MA,01655,WORCESTER,5083341000,Worse than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,404,150.83,128.09,173.57,28239,0.28,0.10,0.46,7935,5.88,4.65,7.11,1102,0.47,0.00,1.53,29644,2.18,1.61,2.75,Not Available,Not Available,Not Available,Not Available
440065,NORTHCREST MEDICAL CENTER,100 NORTHCREST DRIVE,,,SPRINGFIELD,TN,37172,ROBERTSON,6153842411,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,66,91.34,47.28,135.40,2947,0.25,0.00,0.62,535,8.35,4.47,12.23,87,1.61,0.00,3.57,3231,2.22,0.59,3.85,Not Available,Not Available,Not Available,Not Available
